Title,Price,Model,Storage,ReleaseDate,ReleasePrice,DiscountPerYear
Apple iPhone XR | All Colors | 64GB 128GB 256 | All Carriers | Visible Scratches,200.49,iPhone XR,64,2018-10-26,749,91.41833333333334
Apple iPhone XR 128GB Blue Unlocked - Fair w/ Bad Face ID/LCD Damage,235.99,iPhone XR,128,2018-10-26,799,93.835
Apple iPhone XR 64GB A1984 T-Mobile Only Apple iPhone XR Large Screen Used Good,189.89,iPhone XR,64,2018-10-26,749,93.185
Apple iPhone XR 256GB Red - Unlocked AT&T T-Mobile Verizon 7562696,195.0,iPhone XR,256,2018-10-26,899,117.33333333333333
Apple iPhone XR 64/128/256GB -Fully Unlocked -All colors- Used Good (NO FACE ID),165.99,iPhone XR,256,2018-10-26,899,122.16833333333334
Apple iPhone XR - 256GB - (PRODUCT)RED (Unlocked) A1984 (CDMA + GSM),264.0,iPhone XR,256,2018-10-26,899,105.83333333333333
Apple iPhone XR A1984 Fully Unlocked 256GB White (Fair),259.99,iPhone XR,256,2018-10-26,899,106.50166666666667
Apple iPhone XR - 128GB - Verizon + GSM Unlocked T-Mobile AT&T 4G LTE- Used,219.97,iPhone XR,128,2018-10-26,799,96.505
Apple iPhone XR - 64GB - Verizon + GSM Unlocked T-Mobile AT&T 4G LTE- Open Box,244.97,iPhone XR,64,2018-10-26,749,84.005
Apple iPhone XR A1984 Fully Unlocked 128GB White (Fair),239.99,iPhone XR,128,2018-10-26,799,93.16833333333334
Apple iPhone XR - 128GB - Blue Fully Unlocked- C Grade No True Tone,199.0,iPhone XR,128,2018-10-26,799,100.0
Apple iPhone XR Choose your carrier or Unlocked! ALL COLORS! 256GB 128GB 64GB,228.5,iPhone XR,256,2018-10-26,899,111.75
Apple iPhone XR 128GB Fully Unlocked Verizon T-Mobile AT&T (2018) - Excellent,254.97,iPhone XR,128,2018-10-26,799,90.67166666666667
Apple iPhone XR 64GB Unlocked Verizon At&t Cricket Tracfone US Cellular LTE 4G,198.5,iPhone XR,64,2018-10-26,749,91.75
Apple iPhone XR - 256GB - Black (Unlocked) A1984,250.0,iPhone XR,256,2018-10-26,899,108.16666666666667
Apple iPhone XR 128GB Verizon Smartphone - Excellent,274.95,iPhone XR,128,2018-10-26,799,87.34166666666665
Apple iPhone XR Black - 128GB (Unlocked) - Smartphone - GOOD Conditions,220.0,iPhone XR,128,2018-10-26,799,96.5
Apple iPhone XR 64GB Factory Unlocked AT&T Verizon T-Mobile Good Condition,201.5,iPhone XR,64,2018-10-26,749,91.25
Sealed & New Apple iPhone XR 256GB Factory Unlocked Smartphone A1984 GSM/CDMA,463.59,iPhone XR,256,2018-10-26,899,72.56833333333334
Apple iPhone XR - 64GB - White (T-Mobile) A1984 (CDMA + GSM) ***FOR PARTS ONLY**,105.0,iPhone XR,64,2018-10-26,749,107.33333333333333
Apple iPhone XR - 64GB - Black (Straight Talk) (CDMA + GSM) + OG TWITTER LOGO,175.0,iPhone XR,64,2018-10-26,749,95.66666666666667
Apple iPhone XR 64GB Factory Unlocked Smartphone 4G LTE iOS - Mint,213.5,iPhone XR,64,2018-10-26,749,89.25
Apple iPhone XR 64GB Unlocked Verizon At&t Sprint Cricket All Colors GSM+CDMA,200.0,iPhone XR,64,2018-10-26,749,91.5
Apple iPhone XR 64GB Unlocked Verizon AT&T T-Mobile GSM CDMA Smartphone A1984,195.0,iPhone XR,64,2018-10-26,749,92.33333333333333
Apple iPhone XR A1984 Unlocked 128GB White Good,269.99,iPhone XR,128,2018-10-26,799,88.16833333333334
Apple iPhone XR A1984 (Fully Unlocked) 128GB Black (Excellent),252.99,iPhone XR,128,2018-10-26,799,91.00166666666667
Apple iPhone XR - 64GB - Black (TracFone) A1984 (CDMA + GSM) 10/10 Condition,170.0,iPhone XR,64,2018-10-26,749,96.5
*OPEN BOX* Apple iPhone XR - 64GB - Black Straight Talk ONLY,189.99,iPhone XR,64,2018-10-26,749,93.16833333333334
NEW LISTINGSealed Box Apple iPhone XR Unlocked 256GB Smartphone AT&T Verizon T-Mobile,463.16,iPhone XR,256,2018-10-26,899,72.64
Apple iPhone XR 64GB 128GB T-Mobile Unlocked Smartphone *NO FACE ID* | Very Good,304.99,iPhone XR,64,2018-10-26,749,74.00166666666667
Apple iPhone XR 128GB Factory Unlocked GSM+CDMA AT&T T-Mobile Verizon ALL COLORS,261.0,iPhone XR,128,2018-10-26,799,89.66666666666667
iPhone XR - 128GB - Blue (Unlocked),275.63,iPhone XR,128,2018-10-26,799,87.22833333333334
Apple iPhone XR 64GB 128GB 256GB AT&T Sprint T-Mobile Unlocked Verizon Fair,219.99,iPhone XR,64,2018-10-26,749,88.16833333333334
"Apple iPhone XR 64GB 128GB 256GB GSM Unlocked, Verizon Unlocked Good",229.99,iPhone XR,64,2018-10-26,749,86.50166666666667
Apple iPhone XR 128GB Unlocked Smartphone - Excellent,256.95,iPhone XR,128,2018-10-26,799,90.34166666666665
Apple iPhone XR 64GB Verizon GSM Unlocked T-Mobile AT&T 4G LTE - Good Condition,209.97,iPhone XR,64,2018-10-26,749,89.83833333333332
Apple iPhone XR 64GB Factory Unlocked AT&T Verizon T-Mobile Mint Condition,217.0,iPhone XR,64,2018-10-26,749,88.66666666666667
Apple iPhone XR - 128GB - Factory Unlocked - Pre-Owned Good Condition,248.99,iPhone XR,128,2018-10-26,799,91.66833333333334
Apple iPhone XR 64GB Unlocked Verizon Metro T-Mobile Clean ESN IOS LTE WIFI,216.0,iPhone XR,64,2018-10-26,749,88.83333333333333
Apple iPhone XR - 64GB - White (T-Mobile) A1984 (CDMA + GSM) Works - Read Desc.,139.95,iPhone XR,64,2018-10-26,749,101.50833333333333
Apple iPhone XR - 64GB 128GB 256GB - Unlocked Verizon - Excellent Condition,229.99,iPhone XR,64,2018-10-26,749,86.50166666666667
Apple iPhone XR ~NEW~ 128GB Factory Unlocked Black Blue White ~ Sealed Box,395.66,iPhone XR,128,2018-10-26,799,67.22333333333333
Apple iPhone XR - 64GB - Verizon + GSM Unlocked T-Mobile AT&T 4G LTE- Used,209.97,iPhone XR,64,2018-10-26,749,89.83833333333332
Apple iPhone XR - 64GB 128GB 256GB - Unlocked Verizon - Good Condition,229.99,iPhone XR,64,2018-10-26,749,86.50166666666667
Sealed & New Apple iPhone XR 128GB Unlocked White Smartphone A1984 (CDMA + GSM),389.79,iPhone XR,128,2018-10-26,799,68.20166666666667
New in Sealed Box Apple iPhone XR A1984 USA UNLOCKED Blue Smartphone 128/256GB,432.79,iPhone XR,256,2018-10-26,899,77.70166666666667
Apple iPhone XR 64GB Unlocked AT&T T-Mobile Verizon Black Blue Free Return,217.0,iPhone XR,64,2018-10-26,749,88.66666666666667
New Apple iPhone XR Factory Unlocked 128/256GB Smartphone A1984 Sealed Box,431.29,iPhone XR,256,2018-10-26,899,77.95166666666667
Brand New Apple iPhone XR 128/256GB Unlocked Smartphone - Unused in Sealed Box,431.29,iPhone XR,256,2018-10-26,899,77.95166666666667
Apple iPhone XR 64GB Verizon GSM Unlocked T-Mobile AT&T 4G LTE - Excellent,244.97,iPhone XR,64,2018-10-26,749,84.005
Apple iPhone XR 64GB Coral Unlocked Very Good Condition,209.99,iPhone XR,64,2018-10-26,749,89.835
New Apple iPhone XR Unlocked 128GB 256GB Smartphone AT&T T-Mobile Verizon,431.29,iPhone XR,128,2018-10-26,799,61.285
UNOPENED Apple iPhone XR Unlocked 128GB White Smartphone AT&T T-mobile Verizon,395.59,iPhone XR,128,2018-10-26,799,67.235
New Apple iPhone XR Unlocked 256GB Smartphone AT&T T-Mobile Verizon,464.29,iPhone XR,256,2018-10-26,899,72.45166666666667
UNOPENED Apple iPhone XR Unlocked 128GB White Smartphone AT&T T-mobile Verizon,393.59,iPhone XR,128,2018-10-26,799,67.56833333333334
New Apple iPhone XR 128GB Unlocked Smartphone A1984 (GSM+CDMA) AT&T T-Mobile,395.66,iPhone XR,128,2018-10-26,799,67.22333333333333
Apple iPhone XR - 64GB - All Colors - (AT&T) - Smartphone - Good Condition,202.5,iPhone XR,64,2018-10-26,749,91.08333333333333
Apple iPhone XR - 64GB - (Unlocked) A1984 (CDMA + GSM),212.0,iPhone XR,64,2018-10-26,749,89.5
Apple iPhone XR - 128GB - Factory Unlocked - Pre-Owned Very Good Condition,274.99,iPhone XR,128,2018-10-26,799,87.335
"New Apple iPhone XR 128GB Unlocked 6.1"" Red Smartphone US Stock - SEALED BOX",397.66,iPhone XR,128,2018-10-26,799,66.89
Apple iPhone XR Red 64GB A1984 LTE GSM CDMA Verizon Unlocked - Very Good,208.0,iPhone XR,64,2018-10-26,749,90.16666666666667
Mint Apple iPhone XR Black 64GB 100% Unlocked,216.0,iPhone XR,64,2018-10-26,749,88.83333333333333
NEW Apple iPhone XR Fully Unlocked 128GB White Smartphone Sealed in Original Box,393.66,iPhone XR,128,2018-10-26,799,67.55666666666666
Brand New Apple iPhone XR 128/256GB Unlocked Smartphone - Unused in Sealed Box,431.29,iPhone XR,256,2018-10-26,899,77.95166666666667
Apple iPhone XR 64GB Verizon GSM Unlocked T-Mobile AT&T 4G LTE - Excellent,244.97,iPhone XR,64,2018-10-26,749,84.005
New Apple iPhone XR Unlocked 128GB 256GB Smartphone AT&T T-Mobile Verizon,431.29,iPhone XR,128,2018-10-26,799,61.285
UNOPENED Apple iPhone XR Unlocked 128GB White Smartphone AT&T T-mobile Verizon,395.59,iPhone XR,128,2018-10-26,799,67.235
UNOPENED Apple iPhone XR Unlocked 128GB White Smartphone AT&T T-mobile Verizon,393.59,iPhone XR,128,2018-10-26,799,67.56833333333334
New Unused Apple iPhone XR 128GB 256GB Unlocked Smartphone in Sealed Box,432.09,iPhone XR,128,2018-10-26,799,61.15166666666667
"New Apple iPhone XR 128/256GB Fully Unlocked 6.1"" Smartphone in Sealed Box",434.89,iPhone XR,256,2018-10-26,899,77.35166666666667
New Apple iPhone XR Unlocked 128/256GB Blue Smartphone AT&T T-Mobile Verizon,432.79,iPhone XR,256,2018-10-26,899,77.70166666666667
NEW Apple iPhone XR 128GB Unlocked ALL COLORS T-Mobile Verizon AT&T Sprint,431.29,iPhone XR,128,2018-10-26,799,61.285
NEW *UNOPENED* Apple iPhone XR 256GB Unlocked Smartphone ALL COLORS,463.69,iPhone XR,256,2018-10-26,899,72.55166666666666
New Apple iPhone XR Unlocked 128GB 256GB White Smartphone AT&T T-Mobile Verizon,431.29,iPhone XR,128,2018-10-26,799,61.285
New Apple iPhone XR Fully Unlocked - 128GB - Sealed in Original Box - Blue,395.79,iPhone XR,128,2018-10-26,799,67.20166666666667
Sealed Apple iPhone XR Unlocked 128GB Smartphone White A1984 (CDMA+GSM),395.79,iPhone XR,128,2018-10-26,799,67.20166666666667
Apple iPhone XR Factory Unlocked 128/256GB Smartphone ~ New in Sealed Box,431.29,iPhone XR,256,2018-10-26,899,77.95166666666667
NEW LISTINGSealed Box Apple iPhone XR Unlocked 128GB Smartphone AT&T Verizon T-Mobile,395.66,iPhone XR,128,2018-10-26,799,67.22333333333333
Apple iPhone XR 128GB Blue Unlocked Fair Condition,209.99,iPhone XR,128,2018-10-26,799,98.16833333333334
New Apple iPhone XR - 128/256GB Black Unlocked A1984 (CDMA+GSM) 1 Year Warranty,428.79,iPhone XR,256,2018-10-26,899,78.36833333333333
New & Sealed Apple iPhone XR Unlocked 128/256GB Smartphone 1 Year Warranty,431.29,iPhone XR,256,2018-10-26,899,77.95166666666667
Apple iPhone XR 64GB Verizon GSM Unlocked T-Mobile AT&T 4G LTE - Very Good,224.97,iPhone XR,64,2018-10-26,749,87.33833333333332
"New Apple iPhone XR 128/256GB Unlocked 6.1"" White Smartphone in Sealed Box",429.89,iPhone XR,256,2018-10-26,899,78.185
New Apple iPhone XR 128/256GB Black Unlocked A1984 (CDMA+GSM) - 1 Year Warranty,426.69,iPhone XR,256,2018-10-26,899,78.71833333333333
Apple iPhone XR 128/256GB Unlocked White Smartphone - Unused & Sealed in Box,429.89,iPhone XR,256,2018-10-26,899,78.185
Apple iPhone XR 64GB Black Coral Unlocked Verizon T-Mobile Cricket Metro-pcs LTE,205.5,iPhone XR,64,2018-10-26,749,90.58333333333333
"Fully Unlocked Apple iPhone XR 128GB 6.1"" Smartphone AT&T Straight Talk",397.29,iPhone XR,128,2018-10-26,799,66.95166666666667
New in Sealed Box Apple iPhone XR 128GB Factory Unlocked Smartphone White,395.79,iPhone XR,128,2018-10-26,799,67.20166666666667
"New Apple iPhone XR Factory Unlocked 128GB White 6.1"" Smartphone ~ Sealed Box",399.89,iPhone XR,128,2018-10-26,799,66.51833333333333
New Apple iPhone XR 128/256GB Factory Unlocked T-Mobile AT&T Verizon Sprint,431.29,iPhone XR,256,2018-10-26,899,77.95166666666667
Apple iPhone XR 64GB Unlocked Verizon At&t Cricket Straight Talk White Red Cora,200.5,iPhone XR,64,2018-10-26,749,91.41666666666667
"Fully Unlocked Apple iPhone XR 128GB 256GB 6.1"" iOS Smartphone in Original Box",431.29,iPhone XR,128,2018-10-26,799,61.285
NEW Apple iPhone XR 128GB White Factory Unlocked Smartphone - Original Sealed,395.79,iPhone XR,128,2018-10-26,799,67.20166666666667
New Apple iPhone XR 128GB Factory Unlocked Smartphone T-Mobile AT&T Verizon,397.88,iPhone XR,128,2018-10-26,799,66.85333333333334
"New Apple iPhone XR 128/256GB Unlocked 6.1"" Smartphone US Stock - SEALED BOX",429.66,iPhone XR,256,2018-10-26,899,78.22333333333333
Apple iPhone XR Factory Unlocked 128/256GB Smartphone ~ New ~ Sealed Box,432.79,iPhone XR,256,2018-10-26,899,77.70166666666667
Apple iPhone XR ~NEW~ 128/256GB Factory Unlocked Black Blue White ~ Sealed Box,429.66,iPhone XR,256,2018-10-26,899,78.22333333333333
"New & Sealed Apple iPhone XR Unlocked 128GB White 6.1"" Smartphone GSM/CDMA",395.59,iPhone XR,128,2018-10-26,799,67.235
"New & Sealed Apple iPhone XR Unlocked 256GB White 6.1"" Smartphone GSM/CDMA",469.59,iPhone XR,256,2018-10-26,899,71.56833333333334
Sealed Apple iPhone XR Unlocked 128/256GB Black Smartphone AT&T Verizon T-Mobile,427.16,iPhone XR,256,2018-10-26,899,78.64
"Apple iPhone XR 128GB Unlocked White 6.1"" Smartphone- New Unused & Sealed in Box",399.89,iPhone XR,128,2018-10-26,799,66.51833333333333
Apple iPhone XR Factory Unlocked 128GB Blue Smartphone ~ New in Sealed Box,398.79,iPhone XR,128,2018-10-26,799,66.70166666666667
NEW Apple iPhone XR 128GB White Factory Unlocked Smartphone - Original Sealed,395.79,iPhone XR,128,2018-10-26,799,67.20166666666667
Apple iPhone XR Factory Unlocked 128/256GB Smartphone ~ New ~ Sealed Box,432.79,iPhone XR,256,2018-10-26,899,77.70166666666667
Apple iPhone XR ~NEW~ 128/256GB Factory Unlocked Black Blue White ~ Sealed Box,429.66,iPhone XR,256,2018-10-26,899,78.22333333333333
"New & Sealed Apple iPhone XR Unlocked 128GB White 6.1"" Smartphone GSM/CDMA",395.59,iPhone XR,128,2018-10-26,799,67.235
"New & Sealed Apple iPhone XR Unlocked 256GB White 6.1"" Smartphone GSM/CDMA",469.59,iPhone XR,256,2018-10-26,899,71.56833333333334
Sealed Apple iPhone XR Unlocked 128/256GB Black Smartphone AT&T Verizon T-Mobile,427.16,iPhone XR,256,2018-10-26,899,78.64
"Apple iPhone XR 128GB Unlocked White 6.1"" Smartphone- New Unused & Sealed in Box",399.89,iPhone XR,128,2018-10-26,799,66.51833333333333
Apple iPhone XR Factory Unlocked 128GB Blue Smartphone ~ New in Sealed Box,398.79,iPhone XR,128,2018-10-26,799,66.70166666666667
New Apple iPhone XR 128GB Unlocked 4G LTE iOS 12MP Camera Smartphone - US Model,398.69,iPhone XR,128,2018-10-26,799,66.71833333333333
Apple iPhone XR Blue - 64GB - (Unlocked) A1984 (CDMA + GSM) No Accessories,217.0,iPhone XR,64,2018-10-26,749,88.66666666666667
Apple iPhone XR 128GB Factory Unlocked AT&T T-Mobile Verizon Smartphone White,395.79,iPhone XR,128,2018-10-26,799,67.20166666666667
New Apple iPhone XR Factory Unlocked 128GB Blue Smartphone ~ Sealed Box,419.88,iPhone XR,128,2018-10-26,799,63.18666666666667
New Sealed in Box Apple iPhone XR 128/256GB Unlocked Smartphone ALL COLORS,431.69,iPhone XR,256,2018-10-26,899,77.885
Brand New Apple iPhone XR Unlocked 128/256GB AT&T T-Mobile Verizon - Sealed Box,432.79,iPhone XR,256,2018-10-26,899,77.70166666666667
Apple iPhone XR - 64GB Unlocked Baby Blue T-Mobile/ Mint Mobile,217.0,iPhone XR,64,2018-10-26,749,88.66666666666667
Fully Unlocked Apple iPhone XR Unlocked - 128GB - New & Unused in Sealed Box,393.66,iPhone XR,128,2018-10-26,799,67.55666666666666
Apple iPhone XR 64GB All Colors Unlocked Verizon At&t Sprint - Very Good,206.5,iPhone XR,64,2018-10-26,749,90.41666666666667
Brand New Apple iPhone XR 128/256GB Unlocked A1984 (CDMA+GSM) - Sealed Box,432.79,iPhone XR,256,2018-10-26,899,77.70166666666667
NEW Apple iPhone XR Unlocked - 128/256GB - Sealed in Original Box - All Colors,429.66,iPhone XR,256,2018-10-26,899,78.22333333333333
NEW LISTINGApple iPhone XR Unlocked 128GB White Smartphone ~ New & Sealed in Original Box,395.59,iPhone XR,128,2018-10-26,799,67.235
New in Sealed Box Apple iPhone XR 128/256GB Factory Unlocked Smartphone White,431.29,iPhone XR,256,2018-10-26,899,77.95166666666667
"Unused & Sealed in Box Apple iPhone XR 128GB Unlocked Blue 6.1"" Smartphone",397.66,iPhone XR,128,2018-10-26,799,66.89
"NEW LISTINGUnused & Sealed in Box Apple iPhone XR 128/256GB Unlocked White 6.1"" Smartphone",432.09,iPhone XR,256,2018-10-26,899,77.81833333333334
New Apple iPhone XR 128GB Unlocked White Smartphone Sealed in Original Box,396.29,iPhone XR,128,2018-10-26,799,67.11833333333333
NEW LISTINGSealed Box Apple iPhone XR Unlocked 128GB Smartphone AT&T Verizon T-Mobile,397.09,iPhone XR,128,2018-10-26,799,66.985
New in Box Apple iPhone XR - 128GB White - (Unlocked) A1984 (CDMA + GSM),395.79,iPhone XR,128,2018-10-26,799,67.20166666666667
NEW Apple iPhone XR White Fully Unlocked - 128/256GB - Sealed in Original Box,429.66,iPhone XR,256,2018-10-26,899,78.22333333333333
Apple iPhone XR 64GB Factory Unlocked Smartphone 4G LTE iOS - Good,203.5,iPhone XR,64,2018-10-26,749,90.91666666666667
NEW LISTINGSealed Apple iPhone XR Unlocked 128/256GB Blue Smartphone AT&T Verizon T-Mobile,433.59,iPhone XR,256,2018-10-26,899,77.56833333333334
NEW LISTING*NEW SEALED* Apple iPhone XR Unlocked UNLOCKED Smartphone 128GB US STOCK,395.66,iPhone XR,128,2018-10-26,799,67.22333333333333
NEW Apple iPhone XR Unlocked 128GB Smartphone All Color - Sealed in Original Box,397.29,iPhone XR,128,2018-10-26,799,66.95166666666667
Apple iPhone XR 64GB Unlocked Verizon Boost Sprint T-Mobile Clean IMEI,216.0,iPhone XR,64,2018-10-26,749,88.83333333333333
Apple iPhone XR - 128GB - Factory Unlocked - Excellent Condition,339.99,iPhone XR,128,2018-10-26,799,76.50166666666667
"NEW LISTINGNew Apple iPhone XR 128GB Factory Unlocked 6.1"" Red Smartphone - Original Sealed",397.66,iPhone XR,128,2018-10-26,799,66.89
Sealed Box Apple iPhone XR Unlocked 128/256GB Smartphone AT&T T-Mobile Verizon,429.29,iPhone XR,256,2018-10-26,899,78.285
Apple iPhone XR Unlocked 128GB iOS Smartphone ~ New & Sealed in Original Box,395.66,iPhone XR,128,2018-10-26,799,67.22333333333333
Apple iPhone XR 64GB Unlocked Verizon At&t T-Mobile Straight Talk Cricket 4G LT,217.0,iPhone XR,64,2018-10-26,749,88.66666666666667
Sealed & New Apple iPhone XR 256GB Unlocked White Smartphone A1984 (CDMA + GSM),466.79,iPhone XR,256,2018-10-26,899,72.035
New in Box Apple iPhone XR - 128/256GB Black - (Unlocked) A1984 (CDMA + GSM),428.79,iPhone XR,256,2018-10-26,899,78.36833333333333
Apple iPhone XR 64GB 4G LTE (Factory Unlocked) T-Mobile AT&T Verizon Used,200.5,iPhone XR,64,2018-10-26,749,91.41666666666667
Apple iPhone XR 64GB Unlocked Verizon At&t Cricket GSM/CDMA Free Return,203.5,iPhone XR,64,2018-10-26,749,90.91666666666667
NEW LISTINGNew in Sealed Box Apple iPhone XR 128GB Factory Unlocked Smartphone White,393.66,iPhone XR,128,2018-10-26,799,67.55666666666666
Apple iPhone XR ~NEW~ 128/256GB Factory Unlocked White ~ Sealed Box,429.66,iPhone XR,256,2018-10-26,899,78.22333333333333
NEW LISTINGNew & Sealed Apple iPhone XR 128GB Unlocked Blue Smartphone 1 Year Warranty,397.66,iPhone XR,128,2018-10-26,799,66.89
New in Sealed Box Apple iPhone XR 128GB Fully Unlocked A1984(GSM + CDMA),397.79,iPhone XR,128,2018-10-26,799,66.86833333333333
"New Apple iPhone XR 128/256GB Unlocked White 6.1"" Smartphone A1984(CDMA+GSM)",432.79,iPhone XR,256,2018-10-26,899,77.70166666666667
New Apple iPhone XR 128GB Blue Unlocked A1984 (CDMA+GSM) with 1 Year Warranty,398.79,iPhone XR,128,2018-10-26,799,66.70166666666667
Apple iPhone XR Unlocked 128GB 256GB Smartphone ~ Sealed Box ~ Worldwide Model,431.29,iPhone XR,128,2018-10-26,799,61.285
NEW LISTING*NEW SEALED* Apple iPhone XR Unlocked UNLOCKED Smartphone 128GB US STOCK,395.66,iPhone XR,128,2018-10-26,799,67.22333333333333
NEW Apple iPhone XR Unlocked 128GB Smartphone All Color - Sealed in Original Box,397.29,iPhone XR,128,2018-10-26,799,66.95166666666667
Apple iPhone XR 64GB Unlocked Verizon Boost Sprint T-Mobile Clean IMEI,216.0,iPhone XR,64,2018-10-26,749,88.83333333333333
NEW LISTINGNew in Sealed Box Apple iPhone XR 128GB Factory Unlocked Smartphone White,393.66,iPhone XR,128,2018-10-26,799,67.55666666666666
Apple iPhone XR ~NEW~ 128/256GB Factory Unlocked White ~ Sealed Box,429.66,iPhone XR,256,2018-10-26,899,78.22333333333333
NEW LISTINGNew & Sealed Apple iPhone XR 128GB Unlocked Blue Smartphone 1 Year Warranty,397.66,iPhone XR,128,2018-10-26,799,66.89
New in Sealed Box Apple iPhone XR 128GB Fully Unlocked A1984(GSM + CDMA),397.79,iPhone XR,128,2018-10-26,799,66.86833333333333
"New Apple iPhone XR 128/256GB Unlocked White 6.1"" Smartphone A1984(CDMA+GSM)",432.79,iPhone XR,256,2018-10-26,899,77.70166666666667
New Apple iPhone XR 128GB Blue Unlocked A1984 (CDMA+GSM) with 1 Year Warranty,398.79,iPhone XR,128,2018-10-26,799,66.70166666666667
