,Product,Price,Date
6198,"Apple iPhone 12, Red, 64GB, T-Mobile, A2172 *Blacklisted *Read Descrip.",$469.99,20220106
6201,Apple iPhone 12 mini 128GB Unlocked  Excellent Condition,$549.00,20220106
6202,Apple iPhone XR 64GB Factory Unlocked Smartphone 4G LTE iOS - Very Good ,$299.99,20220106
6206,Apple iPhone XR - 64GB - Black (Unlocked) A1984 (CDMA + GSM) Smartphone (R73),$0.01,20220106
6207,Apple iPhone 8 Plus - 64GB - Space Gray (Unlocked) A1897 (GSM) Smartphone (AK46),$0.01,20220106
6210,Apple iPhone 7 - 128GB - Black (Unlocked) A1778 (GSM),$63.00,20220106
6212,Apple iPhone XS 256GB Factory Unlocked 4G LTE iOS Smartphone - Very Good,$329.99,20220106
8380,Apple iPhone 8 64GB 256GB Unlocked Straight talk T-mobile AT&T Verizon EXCELLENT,$199.00 to $259.00,20220106
8382,Apple iPhone 11 Pro Max 256 gb silver,$0.99,20220106
8383,Apple iPhone 11 Pro 64GB Gold Verizon Unlocked Please Read,$300.00,20220106
8385,"iPhone 7 Plus (128 GB, Rose Gold, GSM Unlocked)",$179.00,20220106
8387,Apple iPhone XS Max - 512GB - Gold (Unlocked) A1921 (CDMA + GSM),$497.00,20220106
8389,Apple iPhone 11 - 128GB - All Colors - Fully Unlocked (CDMA+GSM)- Good Condition,$449.99 to $476.99,20220106
8392,Apple iPhone 13 Pro Max - 256GB - Graphite (Unlocked),$650.00,20220106
8394,"Apple iPhone 11 (64GB, Black, Unlocked)",$399.00,20220106
8397,Apple iPhone 12 Pro 128GB Ocean Blue Smartphone,$424.00,20220106
8398,Apple iPhone 12 Pro - 128GB - Graphite - UNLOCKED + WARRANTY,$814.97,20220106
8400,iphone x unlocked,$270.00,20220106
8404,Apple iPhone 12 - 64GB - Green (SPECTRUM),$490.00,20220106
8405,Apple iPhone XR - 64GB - Coral (Cricket) A1984 (CDMA + GSM)-EXCELLENT-NO FACE ID,$99.99,20220106
8406,Apple iPhone 11 - 128GB - Black (Unlocked) A2111 (CDMA + GSM),$414.00,20220106
8409,Apple iPhone 13 - 256GB - Blue (Unlocked),$250.00,20220106
8411,Apple iPhone 11 64GB - Black - A2111 - T-Mobile *OPEN BOX *READ Description,$379.99,20220106
8414,Apple - iPhone 13 mini 5G 256GB - Blue (T-Mobile Locked),$699.00,20220106
8416,Apple iPhone 6 - 16GB - Space Gray (AT&T) A1549 (GSM),$50.00,20220106
8417,Apple iPhone 8 - 64GB 256GB GSM Factory Unlocked  AT&T T-Mobile Very Good,$179.95 to $189.95,20220106
8418,Apple iPhone 13 mini - 128GB - Blue (Unlocked) - Only used 2 months!,$689.95,20220106
8419,Apple iPhone 12 Pro Max - Excellent Condition - 128GB - Silver (AT&T),$899.00,20220106
10687,APPLE IPHONE 7 *ALL COLORS* FACTORY UNLOCKED 32GB (VERY GOOD CONDITION),$105.00,20220106
10690,Apple iPhone 12 Pro - 128GB - Graphite (Unlocked),$700.00,20220106
10691,Apple iPhone 13 Pro Max - 256GB - Graphite (Verizon),"$1,050.00",20220106
10692,Apple iPhone 11 Pro Max A2161 ATT T-Mobile Verizon Factory Unlocked - VERY GOOD,$659.00 to $689.00,20220106
10694,Apple iPhone 6s Factory Unlocked Verizon AT&T T-Mobile Smartphone GSM 4G LTE,$119.99 to $134.99,20220106
10696,Apple iPhone SE 2nd Gen. - 64GB - Black (Unlocked),$219.99,20220106
10697,Apple iPhone XS 256GB - All Colors - Fully Unlocked (CDMA+GSM) - Good Condition,$341.99,20220106
10698,Apple iPhone 12 - 128GB - Pacific Blue (T-Mobile),$550.00,20220106
10700,Apple iPhone XR 128GB Black Unlocked No Reserve Free Shipping Great Condition,$200.00,20220106
10707,Apple iPhone 11 - 256GB - All Colors - Fully Unlocked - Very Good Condition ,$485.99 to $512.99,20220106
10710,Apple iPhone XS - 64GB - Space Gray (Unlocked) With Original Box and Contents!,$39.95,20220106
10714,New Apple iPhone 13 - 128GB - Red (Factory Unlocked),$899.00,20220106
10716,Apple iPhone 8 - 64GB - Factory Unlocked - Very Good Condition,$178.99,20220106
10717,Apple iPhone X 64GB/256GB Gray Silver Unlocked Verizon at&t Tmobile Smartphone ,$241.00 to $366.00,20220106
10718,Apple iPhone 11 - 64GB - Purple (Unlocked) A2111 (CDMA + GSM),$450.00,20220106
10724,Apple iPhone 12 - 64GB - Green (Unlocked) INCLUDES ORIGINAL PACKAGING WARRANTY,$0.01,20220106
10725,Apple iPhone 11 64GB PRODUCT(Red) - (T-Mobile) MWJG2LL/A iOS Smartphone,$32.00,20220106
