web-scraper-order,web-scraper-start-url,Listing,Price,Shipping,Total sold,Revenue,Bids,Date
"1700764028-11","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone Xr 128GB Schwarz Weiß Blau Rot Gelb Koralle / Händler DE / Wie NeuApple iPhone Xr 128GB Schwarz Weiß Blau Rot Gelb Koralle / Händler DE / Wie Neu","$517.77Fixed price","$0.00100% Free shipping","49","$25,370.72","–","May 24, 2022"
"1700764028-12","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageAPPLE IPHONE XR 128 GB - Ohne Vertrag - ohne Simlock - Smartphone -  Alle FarbenAPPLE IPHONE XR 128 GB - Ohne Vertrag - ohne Simlock - Smartphone -  Alle Farben","$255.59Fixed price","$0.00100% Free shipping","53","$13,546.02","–","Nov 5, 2022"
"1700764028-13","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR Smartphone, Schwarz 128GB (ohne SIM-Lock)Apple iPhone XR Smartphone, Schwarz 128GB (ohne SIM-Lock)","$314.50Fixed price","$0.00100% Free shipping","45","$14,152.53","–","Jul 9, 2022"
"1700764028-14","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageAPPLE IPHONE XR 128GB - Ohne Vertrag - ohne Simlock - Smartphone - Sehr Gut APPLE IPHONE XR 128GB - Ohne Vertrag - ohne Simlock - Smartphone - Sehr Gut","$415.82Fixed price","$0.00100% Free shipping","43","$17,880.20","–","Mar 29, 2022"
"1700764028-15","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR schwarz 128GB Zustand Hervorragend in Originalverpackung wie NeuApple iPhone XR schwarz 128GB Zustand Hervorragend in Originalverpackung wie Neu","$300.04Fixed price","$0.00100% Free shipping","47","$14,101.72","–","Oct 13, 2022"
"1700764028-16","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageAPPLE IPHONE XR 128GB ★ WIE NEU ★ Ohne Simlock - Smartphone - Ohne Vertrag - WOWAPPLE IPHONE XR 128GB ★ WIE NEU ★ Ohne Simlock - Smartphone - Ohne Vertrag - WOW","$571.98Fixed price","$0.00100% Free shipping","43","$24,595.02","–","Jan 12, 2021"
"1700764028-17","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR 128GB schwarz ohne Vertrag (ohne Simlock)Apple iPhone XR 128GB schwarz ohne Vertrag (ohne Simlock)","$299.97Fixed price","$0.00100% Free shipping","45","$13,498.51","–","Dec 12, 2022"
"1700764028-18","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageAPPLE IPHONE XR 64 GB  128 GB  - Alle Farben - ohne Simlock - SmartphoneAPPLE IPHONE XR 64 GB  128 GB  - Alle Farben - ohne Simlock - Smartphone","$223.35Fixed price","$0.00100% Free shipping","36","$8,040.61","–","Jan 20, 2023"
"1700764028-19","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR GSM+CDMA - 128GB - Schwarz (Ohne Simlock) 6,1 ZollApple iPhone XR GSM+CDMA - 128GB - Schwarz (Ohne Simlock) 6,1 Zoll","$303.42Fixed price","$0.00100% Free shipping","37","$11,226.45","–","Dec 13, 2022"
"1700764028-20","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR - Ohne Simlock - Ohne Vertrag - Smartphone DE Händler - BWAREApple iPhone XR - Ohne Simlock - Ohne Vertrag - Smartphone DE Händler - BWARE","$315.56Fixed price","$0.00100% Free shipping","34","$10,729.13","–","Oct 22, 2023"
"1700764028-21","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR - 64/128GB - Schwarz (Ohne Simlock) A2105 (GSM) OK 🔥Apple iPhone XR - 64/128GB - Schwarz (Ohne Simlock) A2105 (GSM) OK 🔥","$230.79Fixed price","$0.00100% Free shipping","39","$9,000.93","–","Apr 18, 2023"
"1700764028-22","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR 64GB 128GB 256GB Schwarz Weiss Rot Blau Ohne Simlock WOWApple iPhone XR 64GB 128GB 256GB Schwarz Weiss Rot Blau Ohne Simlock WOW","$574.81Fixed price","$0.00100% Free shipping","30","$17,244.34","–","Aug 18, 2021"
"1700764028-23","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR - 128GB - Schwarz (Ohne Simlock) Smartphones 💎 Neu 💎 OVP 💎Apple iPhone XR - 128GB - Schwarz (Ohne Simlock) Smartphones 💎 Neu 💎 OVP 💎","$457.97Fixed price","$0.00100% Free shipping","29","$13,281.14","–","Sep 2, 2022"
"1700764028-24","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR Smartphone, Schwarz 128GB (ohne SIM-Lock)Apple iPhone XR Smartphone, Schwarz 128GB (ohne SIM-Lock)","$282.69Fixed price","$0.00100% Free shipping","29","$8,197.98","–","Oct 24, 2023"
"1700764028-25","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR - 128/64GB - Schwarz (Ohne Simlock) A2105 (GSM) Sehr Gut 🔥Apple iPhone XR - 128/64GB - Schwarz (Ohne Simlock) A2105 (GSM) Sehr Gut 🔥","$309.89Fixed price","$0.00100% Free shipping","29","$8,986.72","–","Feb 1, 2023"
"1700764028-26","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageAPPLE IPHONE XR 128GB - WIE NEU - OHNE VERTRAG TOP HANDY SMARTPHONE OHNE SIMLOCKAPPLE IPHONE XR 128GB - WIE NEU - OHNE VERTRAG TOP HANDY SMARTPHONE OHNE SIMLOCK","$410.21Fixed price","$0.00100% Free shipping","30","$12,306.25","–","Aug 25, 2022"
"1700764028-27","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR 64GB /128GB Handy Smartphone (Ohne Simlock) A2105 (GSM) - GutApple iPhone XR 64GB /128GB Handy Smartphone (Ohne Simlock) A2105 (GSM) - Gut","$368.01Fixed price","$5.2996% Free shipping","26","$9,568.29","–","Dec 24, 2022"
"1700764028-28","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone Xr 128GB / Schwarz Weiß Blau Rot Gelb Koralle / MwSt. / GebrauchtApple iPhone Xr 128GB / Schwarz Weiß Blau Rot Gelb Koralle / MwSt. / Gebraucht","$399.27Fixed price","$0.00100% Free shipping","25","$9,981.75","–","Jul 12, 2022"
"1700764028-29","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR GSM+CDMA - 128GB - Product Red (Ohne Simlock) 6,1 ZollApple iPhone XR GSM+CDMA - 128GB - Product Red (Ohne Simlock) 6,1 Zoll","$301.67Fixed price","$0.00100% Free shipping","23","$6,938.43","–","Jan 31, 2023"
"1700764028-30","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR 64GB 128GB 256GB Ohne Simlock - NEU VersiegeltApple iPhone XR 64GB 128GB 256GB Ohne Simlock - NEU Versiegelt","$579.57Fixed price","$0.00100% Free shipping","22","$12,750.49","–","Mar 24, 2022"
"1700764028-31","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size image�� APPLE IPHONE XR 128GB A2105 Schwarz Space Black SMARTPHONE SIMLOCK FREI ���� APPLE IPHONE XR 128GB A2105 Schwarz Space Black SMARTPHONE SIMLOCK FREI ��","$500.73Fixed price","$0.00100% Free shipping","21","$10,515.33","–","Oct 3, 2021"
"1700764028-32","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR - 64/128GB - Schwarz (Ohne Simlock) A2105 (GSM) Gut 🔥Apple iPhone XR - 64/128GB - Schwarz (Ohne Simlock) A2105 (GSM) Gut 🔥","$289.30Fixed price","$0.00100% Free shipping","21","$6,075.24","–","Jan 3, 2023"
"1700764028-33","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR Schwarz 128GB LTE iOS Smartphone 6,1"" Display 12 Megapixel eSimApple iPhone XR Schwarz 128GB LTE iOS Smartphone 6,1"" Display 12 Megapixel eSim","$303.98Fixed price","$0.00100% Free shipping","20","$6,079.68","–","Aug 7, 2023"
"1700764028-34","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageAPPLE IPHONE XR 128GB ★ WIE NEU ★ Ohne Simlock - Smartphone - Ohne Vertrag - WOWAPPLE IPHONE XR 128GB ★ WIE NEU ★ Ohne Simlock - Smartphone - Ohne Vertrag - WOW","$505.40Fixed price","$0.00100% Free shipping","19","$9,602.65","–","Jul 11, 2021"
