web-scraper-order,web-scraper-start-url,Listing,Price,Shipping,Total sold,Revenue,Bids,Date
"1700760814-11","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 512GB Mitternacht, NEU SonstigeApple iPhone 13 512GB Mitternacht, NEU Sonstige","$1,015.36Fixed price","$0.00100% Free shipping","8","$8,122.86","–","Sep 26, 2022"
"1700760814-12","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 512GB Rose, NEU SonstigeApple iPhone 13 512GB Rose, NEU Sonstige","$905.85Fixed price","$10.8486% Free shipping","7","$6,340.92","–","Aug 2, 2023"
"1700760814-13","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 512GB Polarstern - Zustand: BrandneuApple iPhone 13 512GB Polarstern - Zustand: Brandneu","$1,060.62Fixed price","$0.00100% Free shipping","7","$7,424.34","–","Sep 2, 2022"
"1700760814-14","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 512GB Starlight 5G 6,1"" 12MP IOS Smartphone Händler OVP NEU Apple iPhone 13 512GB Starlight 5G 6,1"" 12MP IOS Smartphone Händler OVP NEU","$1,157.77Fixed price","$0.00100% Free shipping","7","$8,104.40","–","Feb 7, 2022"
"1700760814-15","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 128 256 512 Rot Weiß Schwarz Blau Rose - Refurbished - SEHR GUTApple iPhone 13 128 256 512 Rot Weiß Schwarz Blau Rose - Refurbished - SEHR GUT","$876.27Fixed price","$0.00100% Free shipping","7","$6,133.89","–","Jun 9, 2023"
"1700760814-16","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 512 GB Polarstern Dual SIM EU Ware Rechnung mit MwSt. NEU OVP Apple iPhone 13 512 GB Polarstern Dual SIM EU Ware Rechnung mit MwSt. NEU OVP","$987.26Fixed price","$6.220% Free shipping","6","$5,923.56","–","Nov 17, 2022"
"1700760814-17","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 512GB MitternachtApple iPhone 13 512GB Mitternacht","$1,092.44Fixed price","$0.00100% Free shipping","6","$6,554.63","–","Aug 20, 2023"
"1700760814-18","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 512GB Mitternacht Midnight Schwarz 6,1 A2633 IOS Smartphone NEUApple iPhone 13 512GB Mitternacht Midnight Schwarz 6,1 A2633 IOS Smartphone NEU","$1,056.58Fixed price","$0.00100% Free shipping","5","$5,282.88","–","Sep 14, 2022"
"1700760814-19","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 512 GB Blau Blue Blau Neu ungeöffnet Garantie HandyApple iPhone 13 512 GB Blau Blue Blau Neu ungeöffnet Garantie Handy","$1,069.19Fixed price","$0.00100% Free shipping","5","$5,345.95","–","Mar 17, 2022"
"1700760814-20","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple IPHONE 13 5G 512GB Neu Original Smartphone (Product) RotApple IPHONE 13 5G 512GB Neu Original Smartphone (Product) Rot","$942.03Fixed price","$0.00100% Free shipping","4","$3,768.10","–","Aug 19, 2023"
"1700760814-21","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 512GB Mitternacht, NEU SonstigeApple iPhone 13 512GB Mitternacht, NEU Sonstige","$967.33Fixed price","$0.00100% Free shipping","4","$3,869.32","–","Jul 19, 2023"
"1700760814-22","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 - 128/256/512GB - Blau/Rot/Weiß/Schwarz/Rosa/Grün - SEHR GUTApple iPhone 13 - 128/256/512GB - Blau/Rot/Weiß/Schwarz/Rosa/Grün - SEHR GUT","$648.80Fixed price","$0.00100% Free shipping","3","$1,946.41","–","Aug 25, 2023"
"1700760814-23","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 512GB Green, NEU SonstigeApple iPhone 13 512GB Green, NEU Sonstige","$937.12Fixed price","$0.00100% Free shipping","3","$2,811.37","–","Apr 11, 2023"
"1700760814-24","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 512GB Polarstern, NEU SonstigeApple iPhone 13 512GB Polarstern, NEU Sonstige","$990.52Fixed price","$0.00100% Free shipping","3","$2,971.55","–","Nov 1, 2022"
"1700760814-25","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 512 GB weiß Smartphone Handy NEUApple iPhone 13 512 GB weiß Smartphone Handy NEU","$998.18Fixed price","$0.00100% Free shipping","3","$2,994.53","–","Mar 6, 2023"
"1700760814-26","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 512GB Blau NEUWAREApple iPhone 13 512GB Blau NEUWARE","$961.11Fixed price","$0.00100% Free shipping","3","$2,883.34","–","May 25, 2023"
"1700760814-27","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 512GB Ohne Simlock Mitternacht NEUWAREApple iPhone 13 512GB Ohne Simlock Mitternacht NEUWARE","$980.24Fixed price","$0.00100% Free shipping","3","$2,940.73","–","May 19, 2023"
"1700760814-28","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 - 512GB - Mitternacht (Ohne Simlock)  MLQC3ZD/A - Neu VersiegeltApple iPhone 13 - 512GB - Mitternacht (Ohne Simlock)  MLQC3ZD/A - Neu Versiegelt","$990.58Fixed price","$0.00100% Free shipping","3","$2,971.73","–","Dec 5, 2022"
"1700760814-29","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 - 512GB - Grün (Ohne Simlock) - Wie Neu -Apple iPhone 13 - 512GB - Grün (Ohne Simlock) - Wie Neu -","$929.81Fixed price","$0.00100% Free shipping","3","$2,789.42","–","Oct 13, 2022"
"1700760814-30","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 - 512GB - Mitternacht / Midnight (Ohne Simlock) NEU, HändlerApple iPhone 13 - 512GB - Mitternacht / Midnight (Ohne Simlock) NEU, Händler","$930.44Fixed price","$0.00100% Free shipping","3","$2,791.33","–","Apr 18, 2023"
"1700760814-31","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 512GB mitternacht Smartphone ohne Vertrag - NeuApple iPhone 13 512GB mitternacht Smartphone ohne Vertrag - Neu","$1,157.09Fixed price","$0.00100% Free shipping","3","$3,471.26","–","Nov 24, 2021"
"1700760814-32","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 512 GB Blau Blue Blau Neu ungeöffnet Garantie Handy SmartphoneApple iPhone 13 512 GB Blau Blue Blau Neu ungeöffnet Garantie Handy Smartphone","$982.50Fixed price","$0.00100% Free shipping","3","$2,947.51","–","Sep 30, 2023"
"1700760814-33","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 512GB Rot PRODUCT RED 6,1"" A2633 IOS Smartphone NEU OVPApple iPhone 13 512GB Rot PRODUCT RED 6,1"" A2633 IOS Smartphone NEU OVP","$926.27Fixed price","$0.00100% Free shipping","2","$1,852.54","–","Sep 24, 2022"
"1700760814-34","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 512GB Grün Green 6,1 Zoll IOS Neuware OVPApple iPhone 13 512GB Grün Green 6,1 Zoll IOS Neuware OVP","$961.28Fixed price","$0.00100% Free shipping","2","$1,922.56","–","Oct 7, 2022"
"1700760814-35","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 512GB Polarstern Weiß White 5G 6,1"" IOS A2633 IOS NEU OVPApple iPhone 13 512GB Polarstern Weiß White 5G 6,1"" IOS A2633 IOS NEU OVP","$963.14Fixed price","$0.00100% Free shipping","2","$1,926.28","–","Oct 20, 2022"
"1700760814-36","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A512+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 512GB Rosé Pink IOS 6,1"" 5G Ohne Simlock Neuware OVPApple iPhone 13 512GB Rosé Pink IOS 6,1"" 5G Ohne Simlock Neuware OVP","$945.80Fixed price","$0.00100% Free shipping","2","$1,891.60","–","Nov 3, 2022"
